15_8_Se_S_F__4,15,8,23.41,17.79,24.77,15.0,46.27
15_8_Se_S_M__0,15,8,24.69,18.61,23.89,17.44,53.5
15_8_Se_S_M__1,15,8,23.24,19.67,23.95,13.94,60.67
15_8_Se_S_M__2,15,8,23.41,18.7,22.28,11.88,52.17
15_8_Se_S_M__3,15,8,23.77,18.78,24.14,15.19,49.12
15_8_Se_S_M__4,15,8,22.74,16.92,23.91,14.56,55.71
30_2_P_R_A__0,30,2,23.21,2.4,122.36,17.94,101.43
30_2_P_R_A__1,30,2,22.5,2.37,126.76,18.84,82.67
30_2_P_R_A__2,30,2,25.42,2.24,122.87,20.19,97.12
30_2_P_R_A__3,30,2,20.92,2.21,126.4,16.55,82.88
30_2_P_R_A__4,30,2,22.66,2.43,127.66,17.77,83.0
30_2_P_R_F__0,30,2,25.58,2.37,127.75,21.81,80.44
30_2_P_R_F__1,30,2,22.08,2.3,127.07,17.48,95.09
30_2_P_R_F__2,30,2,22.66,2.31,125.81,18.61,90.38
30_2_P_R_F__3,30,2,24.35,2.29,131.81,20.03,83.13
30_2_P_R_F__4,30,2,24.4,2.28,127.23,21.03,88.47
30_2_P_R_M__0,30,2,23.84,2.37,128.65,20.03,88.64
30_2_P_R_M__1,30,2,24.35,2.29,123.19,21.03,83.58
30_2_P_R_M__2,30,2,22.4,2.35,117.76,19.48,77.0
30_2_P_R_M__3,30,2,25.19,2.34,129.55,20.45,81.33
30_2_P_R_M__4,30,2,22.81,2.46,130.18,16.81,83.5
30_2_P_S_A__0,30,2,24.77,2.37,22.58,21.1,80.3
30_2_P_S_A__1,30,2,23.5,2.3,24.69,19.13,91.25
30_2_P_S_A__2,30,2,27.18,2.28,25.12,23.26,79.17
30_2_P_S_A__3,30,2,25.34,2.34,22.94,20.9,79.5
30_2_P_S_A__4,30,2,23.68,2.28,24.83,19.9,88.0
30_2_P_S_F__0,30,2,25.94,2.32,23.53,22.35,99.36
30_2_P_S_F__1,30,2,24.02,2.36,23.8,20.55,95.46
30_2_P_S_F__2,30,2,22.05,2.34,23.75,19.23,89.08
